comentario;sentimento
very bad product dont buy this product smell is very bad;-1
good product and price are good;1
extremely satisfied with the technicians servicevery good professional;1
good quality;1
good;1
ok;0
only rice is better to cook others ietams or fail;0
not bad;0
i ordered xl size but flipkart gave s size even with less quantity i ordered 109 no xl diapers but flipkart provided s size in 78 nos ;-1
worst product its leaks very quickly please dont buy this brand and product its wast of buying this brand i dint see this type of worst product in market waste of money;-1
very good mini buds but sound quality is good but past quality is medium so i like it;0
ok;0
worst product request to all moms dont buy this diaperit gives rashes to your baby private partsi had to go to doctor to treat the sameand the mental trauma seeing your baby in painflipkart take this product from your site;-1
ok;0
after 12 days 95 all seed growing properly ithink seed quality is v good seed paiking very good;1
suoer;1
its not bad product its all right i just stthis is not bad product i am using this product for last couple of weeks and it is working properly flip cart com is the best websiteit is cool website what ever you order you will recived in three days so ilove flip cart com very muchart using it all right right now;0
nice but price is not worth;0
worth producthappy;1
this time very disappoint with the product the worst product;-1
speak loudly;0
it excellent;1
the product is worth at 7560 it works like a charm looks fantastic in the kitchen and simply gets the job done with ease;1
filters are coming out;0
very nice;1
works ;1
its good;0
excellent product im certified this productand technician is best and his service is excellent;1
this product is very bad to uselow quality;-1
excellent quality seed;1
this watch quality is excellent and nice look;1
avereg;0
good quality and best price size comfortable;1
i am disappointed because quality is not good;-1
nice product with good feature another things of this product is the look so prety;1
poor products;-1
good but not long lastingeven its not waterproof;1
its elastic is not good enough most of the diapers are totally torn;-1
original product good finishing;1
they do not give 33 note of each i got only 25 note of each;0
awesome ;1
product is good ;0
only for beginners not for practice;0
pain in the foot after use of 23 days;-1
best product at this price just go for it i do many research then deside;1
okkk;0
ok ok product;0
not as expected;-1
ok;0
nys;0
very nice products;1
product quantity is not satisfied;-1
quite good item but is smell bad first;0
i gave three star for the storage because its actual storage is 594 gb;0
recommend to dont buy very bad quality after only 23 hour start licking very bad experience;-1
vary bad;-1
it only looks good but its cheap quality product ;0
stopped working after 25 days now it shows high tds value for water with 200 tds this meter shows 800;1
nice;0
not for all wall;-1
this price power cycle;0
this product can use only for water heating not for tea or coffee making;0
excellent product customer support;1
very good;1
power bottom not fix properly;0
fabric is polister;0
this is not standard using this to cause our child to get wet diaper rash;-1
value for money;1
good quality;1
without any doubt just go for it;1
ok;0
very low quality;-1
goow watch;1
the rod got loose after just two or three times usage;-1
i purchased it during sale in 10k before purchase i contacted customer care they responded well post delivery i contacted customer care for installation very quick prompt installation within 24hrsproduct is real gud with its featuremuch better than other known brandsgo for it if your area is serviceable i prefer u to purchase it;1
item is not thickness and also sent another colourbut overall not bad for this value;0
dont liked;-1
best ;1
must buy;0
stick very short and wipper is small good for kids to play with as a toy;0
not good leaking pad;-1
overall i am happy with the speaker but the one and only disadvantage with this speaker is you always have to connect this to electricity all the time while using it;0
ok;0
it is not as better as mummy poko paints;-1
bed qulity;-1
quality is very bad;-1
good one but no battery;0
fails to recognise voice most of the time;-1
completely worsted money quality is very bad;-1
the material was not soft and it wasnt covering the bum area properly and there is a projection on the bum area makes my baby look like the diaper is full all time i am not recommending this product ;-1
just got delivered sometime ago looks great one and working so well more than expected worth purchasing the item happy with it and great delivery thanks flipkart;1
bed quality;-1
bad product waste of money;-1
bigger size not useful;-1
good quality;-1
size is small for adult wont cover fully;0
nice;1
product quality and sound quality is good but the latency is too much ?�its like dawn and dusk;0
all seed are not germinate very bad experience;1
not convenient;0
average;0
super;1
good product;0
teflon coating is so thin even woode spoon can scratch over it;0
very nice product completely satisfied with this ifb provide very best installation demo flipkart delivery also good;1
